,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,used_in_NSCLC_immune,x_NSCLC_immune,y_NSCLC_immune
bcELYS;h2tl_1,h2tl_1,MoMacDC,MonoDC,human,h2,tumor,lung,1,p2t1,tMoMacDC,tMonoDC,True,1148.520363712137,-1152.634921222953
bcBFDW;h2tl_1,h2tl_1,MoMacDC,MonoDC,human,h2,tumor,lung,1,p2t1,tMoMacDC,tMonoDC,True,1332.8579774646507,-1075.2951743924978
bcGUZH;h2tl_2,h2tl_2,MoMacDC,MonoDC,human,h2,tumor,lung,2,p2t2,tMoMacDC,tMonoDC,True,1226.1165484318085,-1050.0301848162646
bcCTKB;h2tl_2,h2tl_2,MoMacDC,MonoDC,human,h2,tumor,lung,2,p2t2,tMoMacDC,tMonoDC,True,1359.430144581456,-1112.454143955756
bcGVAI;h2tl_2,h2tl_2,MoMacDC,MonoDC,human,h2,tumor,lung,2,p2t2,tMoMacDC,tMonoDC,True,1202.083186656569,-957.5020068566092
bcBZND;h2tl_2,h2tl_2,MoMacDC,MonoDC,human,h2,tumor,lung,2,p2t2,tMoMacDC,tMonoDC,True,1252.1498328678454,-1102.8677598715078
bcGRWU;h2tl_2,h2tl_2,MoMacDC,DC1,human,h2,tumor,lung,2,p2t2,tMoMacDC,tDC1,True,872.4625922988396,-757.7795959423544
bcGOHP;h2tl_2,h2tl_2,MoMacDC,MonoDC,human,h2,tumor,lung,2,p2t2,tMoMacDC,tMonoDC,True,1251.6270875394723,-1006.0556868212076
bcCWRW;h2tl_2,h2tl_2,MoMacDC,DC3,human,h2,tumor,lung,2,p2t2,tMoMacDC,tDC3,True,428.26749000907296,-586.238558003624
bcFVZZ;h2tl_2,h2tl_2,MoMacDC,MonoDC,human,h2,tumor,lung,2,p2t2,tMoMacDC,tMonoDC,True,1192.184919382316,-1068.8767945795262
bcGJHG;h2tl_2,h2tl_2,MoMacDC,DC1,human,h2,tumor,lung,2,p2t2,tMoMacDC,tDC1,True,847.4190303762109,-739.8660237813748
bcDUZJ;h2tl_2,h2tl_2,MoMacDC,MonoDC,human,h2,tumor,lung,2,p2t2,tMoMacDC,tMonoDC,True,1215.3403631102028,-1093.4370314557052
bcCNID;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1139.5750220247312,-954.8618751853044
bcGVTM;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,679.1284059566873,-593.4000631729167
bcGSJL;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,436.3769887312519,-806.5863961057788
bcHTZL;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,431.05743375317496,-839.7831781475172
bcATDL;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,918.7400834544644,-946.3005652459352
bcGFBL;h3tl_1,h3tl_1,MoMacDC,DC3,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC3,True,693.0397683673341,-707.6272277267121
bcDYCV;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,842.1543124176958,-776.9118199540902
bcGYOP;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,436.92051013501504,-835.7081147599596
bcGJFV;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1123.6070934701006,-967.315262123861
bcHZVG;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,294.2131574364465,-355.99695890244703
bcEMKN;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,774.3757140111894,-936.1179204393096
bcIFPF;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1298.5174384721531,-1085.8102998345762
bcACTX;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1085.1585747705776,-961.9557447598088
bcEEKM;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1298.7001855707224,-1076.2597244092376
bcFTJS;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,876.2238355734163,-754.739282371454
bcADPO;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,990.0094517222252,-974.8878804212004
bcBLKB;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,235.85864567372727,-342.85121084410184
bcCRJE;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,937.4416436442348,-939.7852965568064
bcFVML;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,711.784535439028,-980.3209261950356
bcFQSH;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,615.2323761933727,-554.9802910005262
bcFNXR;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,851.9030270502469,-770.1537721382248
bcACFC;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,864.5868476070119,-768.1163815528504
bcDOOT;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,836.3003357463401,-787.0522170285612
bcHDHJ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1015.7889636863782,-929.6661096252392
bcGIDA;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,832.0986079334341,-728.2422385793508
bcHXGX;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1011.9958198792796,-922.3622810636774
bcFOKU;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,851.7817552070137,-746.4940523444853
bcGKSV;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1278.389069411756,-991.016621137868
bcGPPQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1208.4733607389014,-1129.1097115565594
bcHXIM;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1150.6191503016476,-1081.7490414846357
bcHTFW;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1028.0311531274112,-940.3512832652698
bcFORK;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,741.3476567259708,-966.8852230568276
bcASMQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1116.9068919496476,-984.3136766515062
bcHCJI;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,664.5127529828379,-603.05535175422
bcDFKQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1009.316569845957,-937.62240136386
bcIFFN;h3tl_1,h3tl_1,MoMacDC,DC3,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC3,True,689.8915331526483,-702.8837395590167
bcAFDI;h3tl_1,h3tl_1,MoMacDC,DC3,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC3,True,761.0180367861253,-763.5892022152824
bcEYYK;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,837.7639915996956,-932.3426776651856
bcDUSV;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1068.6842259783705,-963.2254651829604
bcAWZM;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,893.8890541511781,-893.1497672862158
bcGLBV;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,987.4963474452948,-933.7320933656288
bcEVMM;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1037.1410573791072,-955.5069139687909
bcDWBA;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1058.0525203214945,-994.2039363937404
bcHZKL;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1191.3249884910808,-962.7029162988036
bcCPLN;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,765.7340488365115,-944.7688001201652
bcCZZV;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,934.6713645859376,-924.8208943523812
bcEBHX;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,844.0985109452619,-732.5007146706827
bcHXFR;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,995.1532060960116,-924.7068255632424
bcDRUB;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1135.7710020910808,-949.6834565197388
bcHJYE;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,847.4081996456523,-769.6018043473001
bcGXQQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1120.2924077583225,-953.8412064444152
bcGHOZ;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,893.3664075219788,-740.3863701484061
bcGSMS;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,908.6715617506536,-913.3245056290456
bcFABI;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,972.2579039855008,-956.2964438718049
bcDNYL;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,754.7985476681367,-675.2173312089916
bcGIVW;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,353.4659088277877,-310.3624431639875
bcGVCU;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1123.2938883796355,-1061.6606718315886
bcGNTG;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,914.8044988700528,-897.0136536297159
bcATUQ;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,874.3067632504111,-911.912163462815
bcETBP;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,930.4229804016156,-901.0422614846608
bcHEVD;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,701.9692789596446,-705.8192815041102
bcEZJR;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,676.7397994227197,-606.9129569316907
bcFFFJ;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,743.3726150295088,-962.5020006651126
bcHCKH;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,892.4686977971322,-889.9419286579242
bcBLJC;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,900.0475850213375,-835.3065829685911
bcHEYY;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,822.5090787473526,-736.9503131603045
bcCFEQ;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,843.6982217429343,-772.6269400240204
bcGZNS;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1379.3360693460947,-981.8519869472912
bcHBNE;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,840.8170400291725,-901.8299020995044
bcDUIM;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1042.2848979291182,-959.9120888102916
bcEZPQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,956.4887485679924,-921.1952463321684
bcIEFT;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1006.5912388541292,-937.0272412038464
bcCPEB;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,947.6195507628088,-939.453236190112
bcIFED;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1080.447556182929,-945.18113166249
bcFMZF;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1049.8185409881564,-964.7204832841476
bcCGFM;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1061.7686166969088,-1022.0703703069172
bcGWUI;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1077.1699541220855,-953.3412139845811
bcFLQQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1018.3754606477796,-996.6749866178008
bcFZPG;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1147.5383031334811,-955.6066577022252
bcGCVT;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,696.9503629558659,-990.1860740025966
bcESTP;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,983.8207547752552,-920.7155214612792
bcCFGK;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1083.9923986887975,-1079.9607954966314
bcHBCW;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1303.8491942734731,-971.379571296309
bcGCLT;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1128.013741879663,-1072.7072242157292
bcACND;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1010.898909548465,-951.1442324866482
bcFRBA;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,946.75550732381,-909.3951175726692
bcFFCB;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,441.468118216447,-806.0493743701877
bcCQOR;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,807.1368847614629,-928.7704306934536
bcHDIW;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,446.4033631529778,-811.7621853025322
bcAIZQ;h3tl_1,h3tl_1,MoMacDC,DC3,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC3,True,694.7488819640681,-716.6007441688402
bcELWA;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1040.147498856812,-942.5391376470976
bcARPH;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,990.181446174956,-930.495086921047
bcFBPJ;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,944.5008772764156,-766.0036615186239
bcGNSO;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,428.848104866449,-804.9591756424745
bcAMTU;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,980.227832869858,-935.3639354120828
bcEKOR;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,835.7558963609358,-917.9682982544596
bcHTRN;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1084.2156551958567,-1016.626794172924
bcBEBD;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,844.6641696724672,-850.4565586844759
bcGTLF;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,950.1442126375588,-952.4726188464904
bcFZEQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1194.855593433767,-996.7130285211812
bcDVOH;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,844.6972837210112,-737.645840267105
bcDOFQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,919.8860866432906,-909.491449559754
bcEOWO;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,815.966355963246,-931.7399325479704
bcCEOH;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1039.5366556154404,-930.6332919356564
bcEAFU;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,919.744032985276,-943.4512003595532
bcGNGA;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,668.4144923535562,-678.2709097215487
bcEFWX;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,758.7244157214078,-951.3227562639404
bcDXNL;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,432.3052983379745,-864.7408429050621
bcIBRK;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,814.7278840134277,-910.9242828572876
bcATLS;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,999.9826815642624,-937.9114470029532
bcAFZP;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1019.0341183067462,-926.945574968226
bcGKJF;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1240.7046133405306,-1034.528318812572
bcHMIO;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,827.3955038800008,-919.8732517952444
bcAIEM;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1007.8117837162137,-925.633710157355
bcCJTW;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1058.9749401947968,-1008.7567920421918
bcGMCI;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1129.0541693189716,-1159.272397905721
bcCUJW;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1312.1657491756987,-1108.2755310992409
bcEQZY;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,426.1748703227217,-863.705735224356
bcGZGI;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,858.8703692398849,-916.2096038827264
bcAPWX;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1043.727073931641,-965.0743848778714
bcGFAD;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1085.8700630659505,-940.5918439131364
bcHIFC;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1062.5408837972889,-964.165993174032
bcENRQ;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1188.7169306694366,-1103.9472353239137
bcELNL;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,985.8315600260942,-920.0187035928852
bcHBTH;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,907.8216026270932,-910.5814038105208
bcGQZE;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1032.3053746081723,-979.0975020469604
bcFULS;h3tl_1,h3tl_1,MoMacDC,DC2,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC2,True,874.6478968665323,-931.4740878716688
bcCLBP;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,987.4459340573986,-947.0735169676756
bcDUWX;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,924.3383009595574,-916.8859868552972
bcEMMH;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1201.1439956512554,-952.791913490036
bcGZPA;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,939.9881922623808,-909.9680839530616
bcHABW;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1114.5091232956172,-1091.990477941274
bcFJND;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,460.8003308713729,-767.9294710389136
bcEEJN;h3tl_1,h3tl_1,pDC,pDC,human,h3,tumor,lung,1,p3t1,tpDC,tpDC,True,448.06443538638047,-789.1745985067098
bcBZMY;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,980.6175331776836,-1010.45144767246
bcGAOV;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1068.8960325459925,-1015.8479828284164
bcCHWP;h3tl_1,h3tl_1,MoMacDC,MonoDC,human,h3,tumor,lung,1,p3t1,tMoMacDC,tMonoDC,True,1088.3498266721424,-983.7500819829446
bcECJV;h3tl_1,h3tl_1,MoMacDC,DC1,human,h3,tumor,lung,1,p3t1,tMoMacDC,tDC1,True,696.6589500844017,-601.4159269052915
bcFFFJ;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,756.007086827155,-956.0831519052192
bcDUWX;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,928.9975132519072,-915.3299162131063
bcGYOQ;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,802.2231574642146,-937.1531401526968
bcBEUZ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1033.735688593903,-959.189992314988
bcIDHU;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,707.8180691728537,-716.5395767221167
bcIHMM;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1153.9372016505838,-970.3255945348628
bcGYOP;h3tl_2,h3tl_2,pDC,pDC,human,h3,tumor,lung,2,p3t2,tpDC,tpDC,True,442.9435679733677,-835.1201746307187
bcCXNW;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,850.1308899813357,-763.2340212497476
bcFVJN;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1119.4150149969792,-1069.658344270262
bcGJAM;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,991.443113327864,-943.9013136699292
bcDDOZ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,956.7749556119576,-933.1783623032828
bcGJVS;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,1007.7443102106143,-930.2110729593352
bcBVAD;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,940.5942905562508,-916.4068963860626
