,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,used_in_NSCLC_immune,x_NSCLC_immune,y_NSCLC_immune
bcIIXJ;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1216.5863200404085,-1048.5484778866874
bcBTCE;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1324.3609167333143,-1039.5015578862246
bcHEUW;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1348.987911414932,-1057.057247521651
bcHUUN;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1183.5254622802638,-991.8896893628122
bcDDLC;h6tl_2,h6tl_2,MoMacDC,DC3,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC3,True,677.5183515582527,-710.1799925905791
bcHJKA;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1148.7199446450209,-1032.760733069995
bcGHWV;h6tl_2,h6tl_2,pDC,pDC,human,h6,tumor,lung,2,p6t2,tpDC,tpDC,True,418.5217334391507,-913.8472413790928
bcBTXU;h6tl_2,h6tl_2,MoMacDC,DC3,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC3,True,720.2924351252948,-731.6136469401966
bcIEAC;h6tl_2,h6tl_2,MoMacDC,DC1,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC1,True,866.1581418207263,-788.7839614621738
bcIBSF;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,710.0323706750422,-979.623044619124
bcGIPZ;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1192.214552821325,-980.6929494367528
bcIDWI;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,951.7308063693316,-926.8569717783332
bcBLZP;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1213.9712784449878,-972.2972691373416
bcEIHV;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1143.5454952551345,-1059.1780803601132
bcDJZA;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1112.560809014837,-934.8782003856828
bcCNGV;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1081.1752037410454,-957.0961457334496
bcALIH;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1149.6088071355564,-1015.8008024936736
bcHXKZ;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1085.0416555150211,-989.1473438634536
bcDIZJ;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,719.8654720342332,-977.1723713550572
bcBOJA;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1170.3114937229898,-992.8025492065508
bcGOBY;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,943.0569763787036,-908.1920878381436
bcDSPJ;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,866.2281303811293,-912.3658989344784
bcEJWA;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1046.283708797946,-949.4527260319596
bcETQT;h6tl_2,h6tl_2,MoMacDC,DC1,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC1,True,835.1470286686463,-735.2367934294164
bcHIGB;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1326.6432061376652,-1034.6088615632527
bcGMOI;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,792.523082821971,-915.9591305025295
bcDYUO;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,807.8202533764752,-931.0522984047328
bcFCQE;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,853.1842589052754,-918.007905550142
bcBRAA;h6tl_2,h6tl_2,MoMacDC,DC3,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC3,True,563.6354724829795,-518.3041277607604
bcFGQJ;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1240.7003190627422,-998.2732391420284
bcFWEE;h6tl_2,h6tl_2,pDC,pDC,human,h6,tumor,lung,2,p6t2,tpDC,tpDC,True,469.4722597924728,-754.2301230809187
bcEWSV;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1200.1127251106489,-1062.1454140980377
bcETAR;h6tl_2,h6tl_2,MoMacDC,DC1,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC1,True,880.138860076664,-774.4978113048828
bcECYC;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,803.1548716566691,-934.3910374417044
bcDFBW;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1247.7520103821912,-1043.6218981115217
bcDCBG;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,929.5929506690117,-909.47054894037
bcGRXB;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1176.234887043735,-1073.0467498079445
bcFERG;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,814.8385153936508,-934.4307383607144
bcIKAH;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,932.6354943184316,-882.4001783437683
bcESTF;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1169.6968313624554,-956.6505821747596
bcGJAZ;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1258.8348373662984,-1089.135748598315
bcANVY;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,954.6146676103916,-897.1387490548907
bcFSQF;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,809.0410993409848,-759.6536992181558
bcEIQQ;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,896.5538886918712,-860.8094403927139
bcHUHM;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,895.1296319045813,-820.697032855585
bcHTQV;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,962.4865482949164,-911.6423140272672
bcHQUM;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1126.405776253568,-967.4640584304562
bcGCMF;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,672.0818268529482,-630.39865747167
bcDKJD;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1277.3224359599806,-1008.1518303079436
bcFYEH;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1126.1180248603494,-1027.2541532504897
bcGTRR;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1129.6034630098325,-961.3959510277838
bcHDAX;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,954.7419129889724,-910.5622720835116
bcDNFD;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1213.813865908061,-1146.4170808519232
bcHVWN;h6tl_2,h6tl_2,MoMacDC,DC1,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC1,True,879.9803769557508,-769.2762126120305
bcHSWJ;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1022.1952303064114,-933.288190539654
bcFKCH;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1124.1082868663625,-1039.482189090077
bcBDTA;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1121.5305006001531,-943.9315589446444
bcAYAK;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1051.9154786239983,-953.6237251373392
bcAJLC;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1248.2777904044306,-1009.8808639996956
bcHPSC;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1333.4821506809658,-999.4933986422532
bcGJWD;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1090.3083509833757,-1011.4233038598868
bcACFL;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1261.8919495085968,-1129.573373499508
bcFLUV;h6tl_2,h6tl_2,MoMacDC,DC1,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC1,True,870.0856819878153,-759.9994215457823
bcHCWD;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1226.212601489419,-1014.6216635231392
bcCPSU;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,900.1437235812172,-913.6814360738168
bcAFMW;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1172.9184093353142,-970.6560370458384
bcEDJU;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,819.9013556992624,-928.3603156091004
bcBSMQ;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1327.0833666110962,-1016.4256631176604
bcBUUS;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1321.7226695145002,-992.5055906151932
bcHEGS;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,728.493319414628,-972.5426341989288
bcIAUZ;h6tl_2,h6tl_2,MoMacDC,DC3,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC3,True,842.7758026121637,-838.1605401977326
bcGFYR;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1232.0158440025732,-969.6032546247492
bcGOTZ;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,755.1939983905687,-695.9521524259166
bcEZYH;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1188.4789746432498,-953.746009985274
bcCOGD;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1226.7707389884458,-1041.3090917097784
bcBSKX;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,987.8574611648552,-915.7505919844452
bcDEYF;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1216.5600490617303,-992.1953291115834
bcFYEZ;h6tl_2,h6tl_2,MoMacDC,DC2,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC2,True,811.0719344937384,-931.2259325739508
bcACVG;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1109.138384023725,-1065.3196121084038
bcHFZM;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1188.8711285550794,-1077.8959517256642
bcAMMN;h6tl_2,h6tl_2,MoMacDC,DC1,human,h6,tumor,lung,2,p6t2,tMoMacDC,tDC1,True,874.8141303121007,-767.5259468339633
bcHVWB;h6tl_2,h6tl_2,MoMacDC,MonoDC,human,h6,tumor,lung,2,p6t2,tMoMacDC,tMonoDC,True,1150.0342091507268,-1117.3397495345575
bcAQES;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1424.1671699687631,-1009.7487461937468
bcHRCM;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1155.882537985235,-1030.07414962567
bcGGHZ;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,846.8197488966614,-843.4749365004387
bcFMAO;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,438.2010871230725,-893.1078437705658
bcIAUB;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,463.59153164071296,-804.137652371475
bcBLEK;h7tl_1,h7tl_1,MoMacDC,DC2,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC2,True,870.6007999770212,-825.5653750238979
bcBSRJ;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1111.4048454277577,-1062.8840159380609
bcIDHP;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1179.3146825581814,-1112.5060810440284
bcHSDA;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,899.7892863826146,-821.4349391493579
bcEXOP;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1136.439571230881,-996.9451670431256
bcBVRE;h7tl_1,h7tl_1,MoMacDC,DC1,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC1,True,853.7267994812929,-781.4247155044354
bcIEVP;h7tl_1,h7tl_1,MoMacDC,DC2,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC2,True,959.343673794268,-890.4110545756625
bcDNCJ;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1123.7173817269252,-1013.0403566327057
bcIBCO;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1145.9471643243974,-1060.378399150953
bcANKM;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,437.4120927242376,-864.8375812480493
bcDGMB;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,424.6908603733706,-864.699601907601
bcASOE;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1204.086085494727,-1119.22732272849
bcGFEK;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1040.8130487084563,-971.7911021890284
bcGBHV;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1132.919245748328,-1079.177919772856
bcHHDR;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,424.73282009111074,-913.1309977910196
bcAQCY;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1057.5281520444844,-988.9883113732444
bcDPVB;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,438.7035032743731,-879.9121959637172
bcFTEK;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1233.0418469342164,-1012.9928530074844
bcGTYT;h7tl_1,h7tl_1,MoMacDC,DC2,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC2,True,926.7203610765408,-913.1582110683322
bcAVDF;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1050.1813061943562,-992.3644841697884
bcBTXK;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,950.5167112192792,-916.2886286404756
bcHJET;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,425.861566252156,-861.7941036882053
bcHGJA;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,487.79684377621226,-896.0999804819403
bcCLTB;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1102.6657558834906,-1039.5893740276526
bcFQHD;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,938.1457986122746,-921.1610141228764
bcBZVI;h7tl_1,h7tl_1,MoMacDC,DC3,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC3,True,696.3519831400263,-748.0848689808269
bcEUGI;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,426.9932507534032,-883.5639964239455
bcCPBW;h7tl_1,h7tl_1,MoMacDC,DC1,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC1,True,847.1203721280646,-778.2640310542267
bcIAAP;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1038.204054326458,-1008.6156056928428
bcBQKD;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,460.3925873287095,-785.8498619457866
bcIEIC;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,943.479700237184,-858.3886600537131
bcCJOT;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1167.1371624332176,-1055.7623679333178
bcHDDJ;h7tl_1,h7tl_1,MoMacDC,DC1,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC1,True,848.1676452296257,-810.8961436656723
bcEXOS;h7tl_1,h7tl_1,MoMacDC,DC3,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC3,True,713.9236893471879,-712.0762232399933
bcCIFL;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1022.3072431238724,-950.5867164830028
bcESXJ;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,953.3818900298688,-898.5414781854566
bcETRW;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,941.705298794805,-896.2881369422265
bcETYO;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,449.5282511670761,-792.5021606330847
bcFRGM;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,457.71815267590034,-801.0941675814897
bcACYT;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,430.8926880478504,-876.5013615016977
bcHBEF;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,944.2552812997784,-925.129415549773
bcHYYO;h7tl_1,h7tl_1,MoMacDC,DC1,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC1,True,834.2068884777306,-782.9321583619528
bcCIPS;h7tl_1,h7tl_1,MoMacDC,DC3,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC3,True,702.34168751865,-748.6415932976961
bcFQMV;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,614.8289816967922,-960.2160823398198
bcHVGV;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1230.6521922105326,-1080.9873144011524
bcARNK;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,385.79760204153183,-819.3078127403747
bcCPAX;h7tl_1,h7tl_1,MoMacDC,DC2,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC2,True,826.0988103271827,-930.6162690936462
bcGAQF;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,765.7803647024654,-741.5022673771249
bcAFRX;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1188.9604589786145,-1051.6449604026989
bcBEBC;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,957.6290988055764,-912.6681358168488
bcGZYF;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1068.0039041194443,-965.5953936879744
bcAIAL;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1023.6368755723264,-948.9763883571228
bcEHSR;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1229.8076673383428,-1191.583982057453
bcHSYP;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1276.3940141031303,-727.0414910153712
bcFDHC;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,979.4018971161184,-936.36523812327
bcDIOM;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1125.9424565014524,-969.0369983914514
bcFJFA;h7tl_1,h7tl_1,MoMacDC,DC1,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC1,True,837.5497156100572,-770.6515907076177
bcHIBJ;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,972.2665771105604,-924.8206709880488
bcECKF;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1118.8937829834026,-1055.352469867253
bcFCTZ;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,419.14027071534895,-908.1492784250372
bcEOMQ;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,422.6980390530978,-897.5724466656039
bcHRIZ;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,617.8699675866512,-915.70141721669
bcGVVA;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1083.6459891362808,-1013.2635756456312
bcHSXV;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1225.9019282711236,-1109.806052470998
bcDITF;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,450.24700888272906,-881.7736098897788
bcGVQH;h7tl_1,h7tl_1,MoMacDC,DC3,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC3,True,732.6291893198584,-737.2272420255819
bcAXXI;h7tl_1,h7tl_1,MoMacDC,DC3,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC3,True,746.7908337342993,-751.5293683604684
bcICXU;h7tl_1,h7tl_1,MoMacDC,DC2,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC2,True,920.633180910736,-897.4390258591734
bcGICF;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1042.0191784791575,-946.5331759555584
bcGJVX;h7tl_1,h7tl_1,MoMacDC,DC3,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC3,True,693.7558540668269,-703.330068665387
bcDWMS;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1045.6320462427334,-960.7005177688428
bcCYTX;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,422.9268327169509,-902.0023302521948
bcGWRG;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,519.2187228254496,-852.2164869456633
bcDUPI;h7tl_1,h7tl_1,MoMacDC,DC1,human,h7,tumor,lung,1,p7t1,tMoMacDC,tDC1,True,853.7480877847087,-772.4251297079152
bcFPHH;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,537.9817532710579,-919.6670641095512
bcEDPV;h7tl_1,h7tl_1,MoMacDC,MonoDC,human,h7,tumor,lung,1,p7t1,tMoMacDC,tMonoDC,True,1090.2379856291975,-962.7825468249912
bcDFFK;h7tl_1,h7tl_1,pDC,pDC,human,h7,tumor,lung,1,p7t1,tpDC,tpDC,True,473.94074324880455,-816.3497271820273
