,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,x,y
bc0042;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1172.72100579,-36.8761247888
bc0046;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1073.81570605,-19.6486819968
bc0051;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1257.17018192,19.0182106287
bc0053;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1122.99419489,-43.3752893858
bc0058;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,736.753000946,-68.5462430167
bc0061;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1104.20512434,-38.5379144154
bc0073;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,709.4520614830001,-119.437801979
bc0075;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1481.20374689,119.98046273
bc0080;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,748.752397644,-63.0044208215
bc0089;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1157.67532882,-24.430923145700003
bc0094;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,790.135844789,-56.8228437996
bc0100;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1429.01324744,100.714427674
bc0103;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,1072.35134057,-61.7131081087
bc0108;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1166.41752774,-42.3686007978
bc0118;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,728.3903619519999,-59.69573648430001
bc0129;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,805.117038925,-59.5571574541
bc0133;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,828.4692534689999,-63.4995688573
bc0136;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1436.40642128,104.212442232
bc0146;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1051.39010304,-20.5481079376
bc0163;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1070.51823968,-40.870198523
bc0165;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1446.71490926,111.40242858
bc0169;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1451.36016827,110.705687738
bc0180;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,752.98575907,-71.4393896228
bc0190;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,735.129790941,-37.5741933506
bc0204;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1082.97124539,-17.367887643499998
bc0207;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1061.93027459,-29.5661263437
bc0257;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,755.43037035,-57.45698253729999
bc0259;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1509.6559002,133.774683528
bc0260;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,775.902850404,-58.511960433
bc0262;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,956.288811375,-74.79339822109999
bc0273;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,792.576914258,-60.1140189624
bc0280;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,774.1502804610001,-69.1304645015
bc0296;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,678.81456653,-72.5693042406
bc0306;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,701.007487017,-77.8139717896
bc0307;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,796.6178109719999,-59.4797667165
bc0314;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,740.601837149,-79.3325329609
bc0330;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,732.303578358,-69.4986954734
bc0337;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,791.871790703,-62.6188307778
bc0350;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1032.53544424,-41.1760271798
bc0362;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,785.08971476,-51.2163021064
bc0384;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,772.510527668,-74.0780915825
bc0393;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1085.8303838,-27.7371584445
bc0400;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,771.126243141,-63.0496530655
bc0457;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,730.802839737,-60.2560701546
bc0491;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1181.35045756,-228.962741087
bc0495;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,945.743435233,63.613194268
bc0511;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,747.50354403,-68.3851897678
bc0520;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,657.824714095,-63.9858997129
bc0528;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,726.581662802,-63.5546627356
bc0546;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1389.65370222,79.3258426352
bc0565;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,664.455750011,510.873277664
bc0569;m2tl_1,m2tl_1,MoMacDC,DC2,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC2,1023.56139959,-64.975248087
bc0605;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1079.86899409,-30.963342628000003
bc0609;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,774.187792636,-62.745863908
bc0615;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,746.354992478,-53.800324881
bc0620;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,807.200204538,-67.5304703285
bc0625;m2tl_1,m2tl_1,MoMacDC,DC2,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC2,1200.18397866,-267.285225973
bc0632;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,799.21955421,-58.0821730772
bc0647;m2tl_1,m2tl_1,MoMacDC,DC2,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC2,1051.10520225,-37.0582155325
bc0650;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1468.57902409,116.613219475
bc0666;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,496.3344438680001,350.75113039900003
bc0677;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,748.785002498,-68.6461590184
bc0679;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,728.7316197189999,-1.3295306022600002
bc0683;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,785.0611749389999,-66.6395393106
bc0684;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,750.2456497689999,-60.8043158553
bc0688;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,749.244451165,-59.1748362446
bc0699;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1411.86367987,90.6325332579
bc0706;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,736.803272903,-62.954307316400005
bc0709;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1358.2312670999995,-167.994228183
bc0718;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1260.33912247,-140.564396105
bc0720;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,1332.91470807,-189.104210736
bc0729;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,675.89729346,-75.2245271046
bc0732;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,777.947430535,-61.42867181810001
bc0739;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1434.18544243,-102.807371584
bc0744;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1127.86014795,-182.755506035
bc0761;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,1403.64239716,-119.993272203
bc0764;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,672.828074076,-59.7133761524
bc0779;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,760.205754297,-55.4764481119
bc0785;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,808.6944442060001,-56.58061714229999
bc0787;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1154.93929323,-87.46205762
bc0807;m2tl_1,m2tl_1,MoMacDC,DC2,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC2,1185.99465118,-148.20499606
bc0808;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,741.447536396,-73.7089226106
bc0810;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1029.3892177,105.799723622
bc0826;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,763.904250492,-53.125419455
bc0846;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,717.560236695,-56.8435982434
bc0857;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,705.490692798,-64.7617551625
bc0937;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,714.0264083430001,-44.648728346400006
bc0977;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,775.86375713,-47.6957612238
bc005;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,718.4347822000001,-71.5575812786
bc007;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,655.080030165,-56.9161161761
bc009;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,820.84775382,-60.8634664002
bc010;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,683.734561458,-75.9505055457
bc011;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,691.924487085,-57.928179744
bc012;m2tl_2,m2tl_2,MoMacDC,DC2,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC2,1019.84525636,-30.5701332442
bc013;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1068.32708136,-9.56408134979
bc016;m2tl_2,m2tl_2,MoMacDC,DC1,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC1,1040.67781762,-23.0134838295
bc022;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,690.3906501839999,-77.4814158553
bc025;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,682.451144318,-72.0689109361
bc026;m2tl_2,m2tl_2,MoMacDC,DC1,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC1,1055.3180122,-26.6379218526
bc028;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1184.40908158,-22.9504802406
bc029;m2tl_2,m2tl_2,MoMacDC,DC1,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC1,1002.34042281,3.0322179780400003
bc030;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1161.16109901,-75.6118957504
bc032;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,664.539798129,-55.4097056048
bc033;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,770.198461175,-55.6613073773
bc034;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,668.1232894240001,-65.7819826884
bc035;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,815.041399374,-66.5122274592
bc036;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,686.703680356,-64.9385366595
bc038;m2tl_2,m2tl_2,MoMacDC,DC1,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC1,1039.96658253,-18.0866778837
bc040;m2tl_2,m2tl_2,MoMacDC,DC2,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC2,1076.47457705,-35.5069622599
bc044;m2tl_2,m2tl_2,MoMacDC,DC1,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC1,1038.19369783,-48.5382120163
bc047;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,705.6771601989999,-54.5436700071
bc048;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1025.74259178,-57.3389480144
bc052;m2tl_2,m2tl_2,MoMacDC,DC1,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC1,1044.83963757,-45.5221709921
bc053;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,780.8834182,-76.12698284609999
bc054;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,677.287911444,-64.7366368725
bc058;m2tl_2,m2tl_2,MoMacDC,DC2,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC2,932.936548008,-63.1447737199
bc063;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1215.29869405,-77.4098185477
bc065;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,695.5436122469999,-77.8530110456
bc071;m2tl_2,m2tl_2,MoMacDC,DC1,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC1,1017.5021371,-21.663012148000004
bc077;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,696.3649365560001,-59.8724001766
bc078;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,685.117454358,-69.6202885501
bc080;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1327.40958854,-87.4751829659
bc101;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,670.855876722,-69.3630534969
bc105;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,835.7795133,-59.57320641810001
bc110;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1448.52389398,-134.67219962
bc111;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,821.077133077,-68.1172811811
bc118;m2tl_2,m2tl_2,pDC,pDC,mouse,m2,tumor,lung,2,t_2_2,pDC,pDC,1512.16237677,142.747875222
bc120;m2tl_2,m2tl_2,MoMacDC,DC2,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC2,1408.95234229,-307.779515692
bc126;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,651.713944482,-65.62198081449999
bc129;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,759.306175291,-80.4971197023
bc156;m2tl_2,m2tl_2,MoMacDC,DC2,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC2,1037.43916213,-39.7329325236
bc157;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,715.912056069,-69.7528647019
bc158;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,758.338492044,-75.5646038565
bc160;m2tl_2,m2tl_2,pDC,pDC,mouse,m2,tumor,lung,2,t_2_2,pDC,pDC,1508.58831643,141.981248757
bc164;m2tl_2,m2tl_2,pDC,pDC,mouse,m2,tumor,lung,2,t_2_2,pDC,pDC,1493.83759023,133.101318645
bc175;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,833.1917616530001,-56.3822853352
bc203;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,1460.98970449,-135.212579326
bc213;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1352.57881323,-113.477537966
bc222;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,689.114234592,-62.0124785614
bc231;m2tl_2,m2tl_2,MoMacDC,DC2,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC2,1395.57769598,-166.830531407
bc262;m2tl_2,m2tl_2,pDC,pDC,mouse,m2,tumor,lung,2,t_2_2,pDC,pDC,1517.42906157,139.860076945
bc265;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,818.260410829,-57.5310196395
bc346;m2tl_2,m2tl_2,MoMacDC,DC1,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC1,1125.13601749,-173.67360380000002
bc417;m2tl_2,m2tl_2,MoMacDC,DC2,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC2,1375.0957758,-161.53494552
bc450;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,1420.92495995,-273.276546303
bc451;m2tl_2,m2tl_2,MoMacDC,DC3,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,DC3,469.43182231300005,276.125210756
bc518;m2tl_2,m2tl_2,MoMacDC,MonoDC,mouse,m2,tumor,lung,2,t_2_2,MoMacDC,MonoDC,1191.0548587,-33.6940346086
bc0004;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,794.304101337,-68.5543097089
bc0005;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1086.01312026,-35.9837199409
bc0006;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1065.42948567,-29.9330104405
bc0007;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,739.096137115,-55.9473372411
bc0008;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1092.63352416,-40.9846273334
bc0012;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1047.97837196,-14.3663262323
bc0018;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,761.478187525,-67.4000923314
bc0019;m2tl_3,m2tl_3,MoMacDC,DC2,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC2,1074.06882802,-29.798950905300003
bc0021;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1073.34929515,-26.8472375583
bc0029;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1170.67727985,-43.4404107252
bc0031;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1066.42729581,-17.9563764979
bc0034;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,850.261982268,-84.8896880641
bc0036;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1078.1475029,-22.8505397794
bc0040;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,722.633186,-54.6118342561
bc0048;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,800.193485031,-64.7813655071
bc0053;m2tl_3,m2tl_3,MoMacDC,DC2,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC2,1061.93643083,-27.5185539573
bc0054;m2tl_3,m2tl_3,MoMacDC,DC2,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC2,1060.86806116,-55.0340669787
bc0057;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1185.10969542,-49.5236946588
bc0058;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,923.919757591,-69.8173733821
bc0061;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,740.001187373,-67.1449309764
bc0063;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,803.825078908,-64.2688218959
bc0064;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,765.333451372,-60.7019895917
bc0070;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1185.95270421,-27.1784636374
bc0078;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,734.791025492,-72.8272687031
bc0086;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1038.68745334,-64.3612138754
bc0107;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,817.026844774,-53.6485130082
bc0111;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1077.24292401,-32.6771246196
bc0112;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,684.4449556659999,-53.4228333646
bc0114;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1218.57253397,-78.80419707850001
bc0117;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,720.54989669,-72.3806785926
bc0120;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,746.9530898930001,-65.1142511275
bc0123;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1120.8078649,-39.2431693594
bc0129;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1049.46734943,-68.9194185219
